,id,Type,Region,tags.generator:method,tags.generator:source,tags.power,power_output_MW,tags.generator:type,tags.location,tags.frequency,other_tags,geometry,Country
2480,8312749498,node,ID,combustion,gas,generator,100.0,gas_turbine,NULL,NULL,NULL,POINT (113.02401240000022 -7.651789499999985),Java-Bali/ID
2481,8312749499,node,ID,combustion,gas,generator,159.0,steam_turbine,NULL,NULL,NULL,POINT (113.02506920000022 -7.650782),Java-Bali/ID
2482,8312749500,node,ID,combustion,gas,generator,159.0,steam_turbine,NULL,NULL,NULL,POINT (113.02459720000022 -7.650763399999986),Java-Bali/ID
2483,8312749507,node,ID,NULL,geothermal,generator,55.0,steam_turbine,NULL,NULL,NULL,POINT (107.4224442000002 -7.183672699999985),Java-Bali/ID
2484,8312749521,node,ID,NULL,geothermal,generator,55.0,steam_turbine,NULL,NULL,NULL,POINT (107.73844600000021 -7.216204199999983),Java-Bali/ID
2485,8312749522,node,ID,NULL,geothermal,generator,117.0,steam_turbine,NULL,NULL,NULL,POINT (107.72769570000021 -7.217856599999983),Java-Bali/ID
2486,8312749523,node,ID,NULL,geothermal,generator,90.0,steam_turbine,NULL,NULL,NULL,POINT (107.72730410000021 -7.217872599999983),Java-Bali/ID
2487,8312749532,node,ID,NULL,geothermal,generator,112.0,steam_turbine,NULL,NULL,NULL,POINT (107.62619820000019 -7.197255099999984),Java-Bali/ID
2488,8312749533,node,ID,NULL,geothermal,generator,112.0,steam_turbine,NULL,NULL,NULL,POINT (107.62579050000019 -7.197257699999985),Java-Bali/ID
2489,8312749534,node,ID,NULL,geothermal,generator,60.0,steam_turbine,NULL,NULL,NULL,POINT (106.64790270000019 -6.741894499999985),Java-Bali/ID
2490,8312749535,node,ID,NULL,geothermal,generator,60.0,steam_turbine,NULL,NULL,NULL,POINT (106.64789740000019 -6.741716099999985),Java-Bali/ID
2491,8312749536,node,ID,NULL,geothermal,generator,60.0,steam_turbine,NULL,NULL,NULL,POINT (106.64789200000018 -6.741284499999985),Java-Bali/ID
2492,8312749553,node,ID,NULL,geothermal,generator,61.0,steam_turbine,NULL,NULL,NULL,POINT (106.6729546000002 -6.740991499999983),Java-Bali/ID
2493,8312749554,node,ID,NULL,geothermal,generator,61.0,steam_turbine,NULL,NULL,NULL,POINT (106.67319140000019 -6.740815799999983),Java-Bali/ID
2494,8312749555,node,ID,NULL,geothermal,generator,61.0,steam_turbine,NULL,NULL,NULL,POINT (106.67342130000019 -6.740645299999983),Java-Bali/ID
2495,8312749556,node,ID,NULL,geothermal,generator,60.0,steam_turbine,NULL,NULL,NULL,POINT (107.78782280000019 -7.140791499999983),Java-Bali/ID
2496,8312749557,node,ID,NULL,geothermal,generator,33.0,steam_turbine,NULL,NULL,NULL,POINT (107.78778250000019 -7.140613199999983),Java-Bali/ID
2497,8312749558,node,ID,NULL,geothermal,generator,55.0,steam_turbine,NULL,NULL,NULL,POINT (107.78475170000019 -7.139049599999983),Java-Bali/ID
2498,8312749559,node,ID,NULL,geothermal,generator,55.0,steam_turbine,NULL,NULL,NULL,POINT (107.78475390000018 -7.138719599999983),Java-Bali/ID
2499,8312749560,node,ID,NULL,geothermal,generator,32.0,steam_turbine,NULL,NULL,NULL,POINT (107.78475570000019 -7.138458799999983),Java-Bali/ID
2500,8312749561,node,ID,combustion,coal,generator,660.0,steam_turbine,NULL,NULL,NULL,POINT (109.13735210000019 -7.683294899999983),Java-Bali/ID
2501,8312749586,node,ID,combustion,coal,generator,315.0,steam_turbine,NULL,NULL,NULL,POINT (111.47505820000018 -6.636474),Java-Bali/ID
2502,8312749587,node,ID,combustion,coal,generator,315.0,steam_turbine,NULL,NULL,NULL,POINT (111.47560540000018 -6.63603179999998),Java-Bali/ID
2503,8312749588,node,ID,combustion,coal,generator,330.0,steam_turbine,NULL,NULL,NULL,POINT (107.97082720000017 -6.275564),Java-Bali/ID
2504,8312749589,node,ID,combustion,coal,generator,330.0,steam_turbine,NULL,NULL,NULL,POINT (107.97012980000017 -6.275196),Java-Bali/ID
2505,8312749590,node,ID,combustion,coal,generator,330.0,steam_turbine,NULL,NULL,NULL,POINT (107.96942170000017 -6.27485479999998),Java-Bali/ID
2506,8312749591,node,ID,combustion,gas,generator,250.0,steam_turbine,NULL,NULL,NULL,POINT (106.99952420000017 -6.085359399999979),Java-Bali/ID
2507,8312749592,node,ID,combustion,gas,generator,250.0,steam_turbine,NULL,NULL,NULL,POINT (106.99905220000016 -6.08545009999998),Java-Bali/ID
2508,8312749593,node,ID,combustion,gas,generator,150.0,steam_turbine,NULL,NULL,NULL,POINT (106.99845130000017 -6.085562099999979),Java-Bali/ID
2509,8312749594,node,ID,combustion,gas,generator,71.0,steam_turbine,NULL,NULL,NULL,POINT (107.00096730000017 -6.086346299999979),Java-Bali/ID
2510,8312749595,node,ID,combustion,gas,generator,143.0,steam_turbine,NULL,NULL,NULL,POINT (107.00075000000017 -6.086391599999979),Java-Bali/ID
2511,8312749596,node,ID,combustion,gas,generator,140.0,steam_turbine,NULL,NULL,NULL,POINT (107.00017330000017 -6.086490299999979),Java-Bali/ID
2512,8312749597,node,ID,combustion,gas,generator,140.0,steam_turbine,NULL,NULL,NULL,POINT (106.99993090000017 -6.086526499999979),Java-Bali/ID
2513,8312749598,node,ID,combustion,gas,generator,140.0,steam_turbine,NULL,NULL,NULL,POINT (106.99968840000017 -6.086562799999979),Java-Bali/ID
2514,8312749599,node,ID,combustion,gas,generator,140.0,steam_turbine,NULL,NULL,NULL,POINT (106.99944590000017 -6.086599099999979),Java-Bali/ID
2515,8312749600,node,ID,combustion,gas,generator,140.0,steam_turbine,NULL,NULL,NULL,POINT (106.99920340000017 -6.086635399999978),Java-Bali/ID
2516,8312749601,node,ID,combustion,gas,generator,140.0,steam_turbine,NULL,NULL,NULL,POINT (106.99896100000016 -6.086671599999979),Java-Bali/ID
2517,8312749602,node,ID,combustion,gas,generator,137.0,steam_turbine,NULL,NULL,NULL,POINT (106.99841380000016 -6.086821),Java-Bali/ID
2518,8312749603,node,ID,combustion,gas,generator,137.0,steam_turbine,NULL,NULL,NULL,POINT (106.99817340000017 -6.086864099999978),Java-Bali/ID
2519,8312749604,node,ID,combustion,gas,generator,137.0,steam_turbine,NULL,NULL,NULL,POINT (106.99795910000017 -6.086902499999979),Java-Bali/ID
2520,8312749605,node,ID,combustion,gas,generator,137.0,steam_turbine,NULL,NULL,NULL,POINT (106.99772480000017 -6.086944499999978),Java-Bali/ID
2521,8312749606,node,ID,combustion,gas,generator,204.0,steam_turbine,NULL,NULL,NULL,POINT (106.99793370000017 -6.085658099999979),Java-Bali/ID
2522,8312749607,node,ID,combustion,gas,generator,137.0,steam_turbine,NULL,NULL,NULL,POINT (106.99749110000018 -6.086986399999978),Java-Bali/ID
2523,8312749608,node,ID,combustion,gas,generator,15.0,gas_turbine,NULL,NULL,NULL,POINT (112.66302470000018 -7.166899199999978),Java-Bali/ID
2524,8312749609,node,ID,combustion,gas,generator,15.0,gas_turbine,NULL,NULL,NULL,POINT (112.66293610000018 -7.166704899999978),Java-Bali/ID
2525,8312749610,node,ID,combustion,gas,generator,165.0,steam_turbine,NULL,NULL,NULL,POINT (112.66223070000018 -7.163644399999978),Java-Bali/ID
2526,8312749611,node,ID,combustion,gas,generator,165.0,steam_turbine,NULL,NULL,NULL,POINT (112.66175330000019 -7.163857299999978),Java-Bali/ID
2527,8312749612,node,ID,combustion,gas,generator,165.0,steam_turbine,NULL,NULL,NULL,POINT (112.66127590000019 -7.164102199999978),Java-Bali/ID
2528,8312749613,node,ID,combustion,gas,generator,100.0,gas_turbine,NULL,NULL,NULL,POINT (112.6621261000002 -7.162391),Java-Bali/ID
2529,8312749614,node,ID,combustion,gas,generator,100.0,gas_turbine,NULL,NULL,NULL,POINT (112.66193010000019 -7.162484),Java-Bali/ID
2530,8312749615,node,ID,combustion,gas,generator,100.0,gas_turbine,NULL,NULL,NULL,POINT (112.6617821000002 -7.162554199999978),Java-Bali/ID
2531,8312749616,node,ID,combustion,gas,generator,100.0,gas_turbine,NULL,NULL,NULL,POINT (112.6615709000002 -7.162654399999978),Java-Bali/ID
2532,8312749617,node,ID,combustion,gas,generator,100.0,gas_turbine,NULL,NULL,NULL,POINT (112.6613376000002 -7.162832699999978),Java-Bali/ID
2533,8312749618,node,ID,combustion,gas,generator,100.0,gas_turbine,NULL,NULL,NULL,POINT (112.6611812000002 -7.162908299999978),Java-Bali/ID
2534,8312749619,node,ID,combustion,gas,generator,100.0,gas_turbine,NULL,NULL,NULL,POINT (112.6609708000002 -7.163009899999977),Java-Bali/ID
2535,8312749620,node,ID,combustion,gas,generator,100.0,gas_turbine,NULL,NULL,NULL,POINT (112.6607702000002 -7.163106799999977),Java-Bali/ID
2536,8312749621,node,ID,combustion,gas,generator,100.0,gas_turbine,NULL,NULL,NULL,POINT (112.6606214000002 -7.163178699999977),Java-Bali/ID
2537,8312749622,node,ID,combustion,gas,generator,80.0,steam_turbine,NULL,NULL,NULL,POINT (112.6618606000002 -7.166151299999977),Java-Bali/ID
2538,8312749623,node,ID,combustion,gas,generator,80.0,steam_turbine,NULL,NULL,NULL,POINT (112.6617065000002 -7.165816099999977),Java-Bali/ID
2539,8312749624,node,ID,combustion,gas,generator,166.0,steam_turbine,NULL,NULL,NULL,POINT (112.6615406000002 -7.165455199999976),Java-Bali/ID
2540,8312749625,node,ID,combustion,gas,generator,166.0,steam_turbine,NULL,NULL,NULL,POINT (112.66133220000019 -7.165001699999976),Java-Bali/ID
2541,8312749626,node,ID,combustion,gas,generator,780.0,combined_cycle,NULL,NULL,NULL,POINT (110.43113440000019 -6.949806899999976),Java-Bali/ID
2542,8312749627,node,ID,combustion,gas,generator,100.0,steam_turbine,NULL,NULL,NULL,POINT (110.43082060000019 -6.9508),Java-Bali/ID
2543,8312749628,node,ID,combustion,gas,generator,50.0,steam_turbine,NULL,NULL,NULL,POINT (110.43042900000019 -6.951063599999976),Java-Bali/ID
2544,8312749629,node,ID,combustion,gas,generator,50.0,steam_turbine,NULL,NULL,NULL,POINT (110.43030290000019 -6.951167399999976),Java-Bali/ID
2545,8312749630,node,ID,combustion,gas,generator,188.0,steam_turbine,NULL,NULL,NULL,POINT (110.43353230000018 -6.950962399999976),Java-Bali/ID
2546,8312749631,node,ID,combustion,gas,generator,109.0,gas_turbine,NULL,NULL,NULL,POINT (110.43354030000017 -6.949836099999976),Java-Bali/ID
2547,8312749632,node,ID,combustion,gas,generator,109.0,gas_turbine,NULL,NULL,NULL,POINT (110.43375760000018 -6.950142299999976),Java-Bali/ID
2548,8312749633,node,ID,combustion,gas,generator,109.0,gas_turbine,NULL,NULL,NULL,POINT (110.43406610000018 -6.950499099999975),Java-Bali/ID
2549,8312749634,node,ID,combustion,gas,generator,109.0,gas_turbine,NULL,NULL,NULL,POINT (110.43500210000018 -6.951638599999975),Java-Bali/ID
2550,8312749635,node,ID,combustion,gas,generator,109.0,gas_turbine,NULL,NULL,NULL,POINT (110.43475540000017 -6.951348399999975),Java-Bali/ID
2551,8312749636,node,ID,combustion,gas,generator,109.0,gas_turbine,NULL,NULL,NULL,POINT (110.43443750000017 -6.950939099999975),Java-Bali/ID
2552,8312749637,node,ID,combustion,gas,generator,188.0,steam_turbine,NULL,NULL,NULL,POINT (110.43390910000018 -6.951395699999974),Java-Bali/ID
2553,8312749652,node,ID,combustion,coal,generator,300.0,steam_turbine,NULL,NULL,NULL,POINT (105.82907800000017 -6.392476799999973),Java-Bali/ID
2554,8312749653,node,ID,combustion,coal,generator,300.0,steam_turbine,NULL,NULL,NULL,POINT (105.82906190000017 -6.391735799999974),Java-Bali/ID
2555,8312749654,node,ID,combustion,gas,generator,260.0,steam_turbine,NULL,NULL,NULL,POINT (106.87099550000016 -6.107085099999973),Java-Bali/ID
2556,8312749655,node,ID,combustion,gas,generator,200.0,steam_turbine,NULL,NULL,NULL,POINT (106.86962220000017 -6.108215899999974),Java-Bali/ID
2557,8312749656,node,ID,combustion,gas,generator,240.0,gas_turbine,NULL,NULL,NULL,POINT (106.87175450000016 -6.107130499999974),Java-Bali/ID
2558,8312749657,node,ID,combustion,gas,generator,240.0,gas_turbine,NULL,NULL,NULL,POINT (106.87145410000016 -6.107095799999974),Java-Bali/ID
2559,8312749658,node,ID,combustion,gas,generator,300.0,gas_turbine,NULL,NULL,NULL,POINT (106.87025250000016 -6.108037299999974),Java-Bali/ID
2560,8312749659,node,ID,combustion,gas,generator,300.0,gas_turbine,NULL,NULL,NULL,POINT (106.86994940000017 -6.108202599999974),Java-Bali/ID
2561,8312749660,node,ID,combustion,gas,generator,200.0,steam_turbine,NULL,NULL,NULL,POINT (106.86688230000017 -6.110337499999973),Java-Bali/ID
2562,8312749661,node,ID,combustion,gas,generator,200.0,steam_turbine,NULL,NULL,NULL,POINT (106.86734630000016 -6.110100199999973),Java-Bali/ID
2563,8312749662,node,ID,combustion,gas,generator,130.0,gas_turbine,NULL,NULL,NULL,POINT (106.86804770000016 -6.109940099999973),Java-Bali/ID
2564,8312749663,node,ID,combustion,gas,generator,130.0,gas_turbine,NULL,NULL,NULL,POINT (106.86787870000016 -6.110028199999973),Java-Bali/ID
2565,8312749664,node,ID,combustion,gas,generator,130.0,gas_turbine,NULL,NULL,NULL,POINT (106.86769500000017 -6.110126799999973),Java-Bali/ID
2566,8312749665,node,ID,combustion,gas,generator,130.0,gas_turbine,NULL,NULL,NULL,POINT (106.86672940000017 -6.110632199999973),Java-Bali/ID
2567,8312749666,node,ID,combustion,gas,generator,130.0,gas_turbine,NULL,NULL,NULL,POINT (106.86655370000017 -6.110720199999973),Java-Bali/ID
2568,8312749667,node,ID,combustion,gas,generator,130.0,gas_turbine,NULL,NULL,NULL,POINT (106.86638210000017 -6.110822899999973),Java-Bali/ID
2569,8312749668,node,ID,combustion,coal,generator,625.0,steam_turbine,NULL,NULL,NULL,POINT (106.03738370000016 -5.886816599999973),Java-Bali/ID
2570,8312749669,node,ID,combustion,coal,generator,400.0,steam_turbine,NULL,NULL,NULL,POINT (106.03219670000016 -5.892767299999973),Java-Bali/ID
2571,8312749670,node,ID,combustion,coal,generator,400.0,steam_turbine,NULL,NULL,NULL,POINT (106.03183750000015 -5.892760599999972),Java-Bali/ID
2572,8312749671,node,ID,combustion,coal,generator,400.0,steam_turbine,NULL,NULL,NULL,POINT (106.03122040000015 -5.892749099999972),Java-Bali/ID
2573,8312749672,node,ID,combustion,coal,generator,400.0,steam_turbine,NULL,NULL,NULL,POINT (106.03082890000015 -5.892741899999972),Java-Bali/ID
2574,8312749673,node,ID,combustion,coal,generator,600.0,steam_turbine,NULL,NULL,NULL,POINT (106.03020080000015 -5.892730199999972),Java-Bali/ID
2575,8312749674,node,ID,combustion,coal,generator,600.0,steam_turbine,NULL,NULL,NULL,POINT (106.02939090000015 -5.892715199999972),Java-Bali/ID
2576,8312749675,node,ID,combustion,coal,generator,600.0,steam_turbine,NULL,NULL,NULL,POINT (106.02874740000016 -5.892703199999972),Java-Bali/ID
2589,10229106970,node,ID,NULL,NULL,generator,65.0,NULL,NULL,NULL,NULL,POINT (122.15593650000108 -2.8253157),Sulawesi/ID
2590,10229106971,node,ID,NULL,NULL,generator,65.0,NULL,NULL,NULL,NULL,POINT (122.15594620000108 -2.8256286),Sulawesi/ID
2591,10229106972,node,ID,NULL,NULL,generator,150.0,NULL,NULL,NULL,NULL,POINT (122.15573380000109 -2.8270667),Sulawesi/ID
2592,10229106973,node,ID,NULL,NULL,generator,150.0,NULL,NULL,NULL,NULL,POINT (122.15573600000108 -2.8276154),Sulawesi/ID
2593,10229106974,node,ID,NULL,NULL,generator,150.0,NULL,NULL,NULL,NULL,POINT (122.15570110000108 -2.8291442),Sulawesi/ID
2594,10229106975,node,ID,NULL,NULL,generator,150.0,NULL,NULL,NULL,NULL,POINT (122.15568240000108 -2.8297786),Sulawesi/ID
2599,10830455687,node,ID,NULL,gas,generator,35.0,NULL,NULL,NULL,NULL,POINT (103.90216489999987 1.0913338),Sumatra/ID
2600,10830455688,node,ID,NULL,gas,generator,35.0,NULL,NULL,NULL,NULL,POINT (103.90209749999987 1.0908794),Sumatra/ID
2601,10830455689,node,ID,NULL,NULL,generator,40.0,NULL,NULL,NULL,NULL,POINT (103.90214849999987 1.090015),Sumatra/ID
2602,10830455690,node,ID,NULL,NULL,generator,40.0,NULL,NULL,NULL,NULL,POINT (103.90207649999986 1.0894316),Sumatra/ID
2603,10830455691,node,ID,NULL,NULL,generator,40.0,NULL,NULL,NULL,NULL,POINT (103.90211719999986 1.0897364),Sumatra/ID
2604,11253493315,node,ID,NULL,NULL,generator,25.0,NULL,NULL,NULL,NULL,POINT (106.14867939999984 -2.076690199999983),Sumatra/ID
2605,11253493316,node,ID,NULL,NULL,generator,25.0,NULL,NULL,NULL,NULL,POINT (106.14885969999983 -2.076685499999983),Sumatra/ID
2620,11356835156,node,ID,NULL,coal,generator,10.0,NULL,NULL,NULL,NULL,POINT (122.53710330000028 -3.895225700000018),Sulawesi/ID
2621,11356835157,node,ID,NULL,coal,generator,10.0,NULL,NULL,NULL,NULL,POINT (122.53724530000028 -3.89508),Sulawesi/ID
2630,11383075915,node,ID,combustion,gas,generator,3.0,gas_turbine,NULL,NULL,NULL,POINT (112.64638950000027 -5.847842400000028),Java-Bali/ID
2652,277776875,area,MY,combustion,gas,generator,310.0,combined_cycle,NULL,NULL,"{ ""tags.building"": ""yes"", ""tags.operator"": ""TNB Generation Sdn Bhd"", ""tags.name"": ""Gelugor CCGT Power Plant"", ""refs"": [ 2822395646, 2822395647, 2822395648, 2822395649, 2822395650, 2822395651, 2822395646 ] }","POLYGON ((100.31514200000036 5.380806, 100.31468270000036 5.3807684, 100.31473890000036 5.3800888, 100.31543150000036 5.3801457, 100.31538200000035 5.3807423, 100.31514890000035 5.3807232, 100.31514200000036 5.380806))",Peninsular/MY
2653,278165038,area,MY,combustion,gas,generator,350.0,combined_cycle,NULL,NULL,"{ ""tags.building"": ""yes"", ""refs"": [ 2825873673, 2825873674, 2825873675, 2825873676, 2825873673 ] }","POLYGON ((100.37436649999991 5.3754648, 100.37346739999991 5.3749592, 100.37361369999991 5.3747015, 100.3745127999999 5.3752072, 100.37436649999991 5.3754648))",Peninsular/MY
2656,286559630,area,MY,combustion,gas,generator,650.0,combined_cycle,NULL,NULL,"{ ""refs"": [ 2902449779, 2902449781, 2902449774, 2902449773, 2902449779 ] }","POLYGON ((100.15605290000018 6.3409184, 100.15687890000018 6.3411053, 100.15710330000017 6.3401132, 100.15627740000018 6.3399263, 100.15605290000018 6.3409184))",Peninsular/MY
2659,316035711,area,MY,combustion,coal,generator,690.0,steam_turbine,NULL,NULL,"{ ""tags.building"": ""industrial"", ""refs"": [ 10601720112, 10601720111, 10601720114, 10601720113, 10601720112 ] }","POLYGON ((100.64267680000066 4.159068700000012, 100.64266930000066 4.158224200000012, 100.64120700000065 4.158237200000012, 100.64121460000065 4.159081600000012, 100.64267680000066 4.159068700000012))",Peninsular/MY
2666,383543956,area,MY,combustion,coal,generator,700.0,steam_turbine,NULL,NULL,"{ ""tags.building"": ""industrial"", ""refs"": [ 10613382652, 10613382650, 10613382649, 3868251122, 3868251160, 3868251090, 3868251114, 10613382651, 10613382652 ] }","POLYGON ((103.54118440000035 1.335122700000019, 103.54185970000034 1.335568600000019, 103.54208460000035 1.335208600000019, 103.54200060000059 1.3351531, 103.54220780000061 1.3348394, 103.54175630000054 1.3345413, 103.54156640000058 1.3348287, 103.54142670000034 1.334736500000019, 103.54118440000035 1.335122700000019))",Peninsular/MY
2697,716593848,area,MY,run-of-the-river,hydro,generator,10.0,pelton_turbine,NULL,NULL,"{ ""tags.operator"": ""Pesaka Technologies Sdn Bhd"", ""tags.description"": ""Programme under UNFCCC. Ref: https:\/\/cdm.unfccc.int\/Projects\/DB\/RWTUV1343829547.56\/view"", ""refs"": [ 6731304506, 6731304507, 6731304508, 6731304509, 6731304506 ] }","POLYGON ((101.54653070000006 4.6800597, 101.54667550000006 4.6801987, 101.54688480000006 4.6799661, 101.54673720000005 4.6798351, 101.54653070000006 4.6800597))",Peninsular/MY
3100,1137308769,area,MY,combustion,coal,generator,690.0,steam_turbine,NULL,NULL,"{ ""tags.building"": ""industrial"", ""refs"": [ 10601720113, 3221529855, 3221529856, 10601720112, 10601720113 ] }","POLYGON ((100.64121460000065 4.159081600000012, 100.64122209999945 4.1599261, 100.64268439999945 4.1599131, 100.64267680000066 4.159068700000012, 100.64121460000065 4.159081600000012))",Peninsular/MY
3101,1137308770,area,MY,combustion,coal,generator,690.0,steam_turbine,NULL,NULL,"{ ""tags.building"": ""industrial"", ""refs"": [ 10601720111, 3221529849, 3221529848, 10601720114, 10601720111 ] }","POLYGON ((100.64266930000066 4.158224200000012, 100.64266169999946 4.1573798, 100.64119949999946 4.1573927, 100.64120700000065 4.158237200000012, 100.64266930000066 4.158224200000012))",Peninsular/MY
3106,1138569692,area,MY,combustion,coal,generator,700.0,steam_turbine,NULL,NULL,"{ ""tags.building"": ""industrial"", ""refs"": [ 10613382651, 3868251082, 3868251162, 3868251164, 3868251159, 3868251115, 3868251095, 10613382652, 10613382651 ] }","POLYGON ((103.54142670000034 1.334736500000019, 103.54127690000054 1.3346376, 103.54146190000061 1.3343576, 103.54097730000062 1.3340377, 103.54078450000061 1.3343295, 103.54066770000058 1.3342524, 103.54042430000055 1.3346208, 103.54118440000035 1.335122700000019, 103.54142670000034 1.334736500000019))",Peninsular/MY
3107,1138569693,area,MY,combustion,coal,generator,700.0,steam_turbine,NULL,NULL,"{ ""tags.building"": ""industrial"", ""refs"": [ 10613382650, 3868251079, 6185619157, 6185619158, 3868251148, 3868251109, 3868251110, 3868251083, 3868251081, 10613382649, 10613382650 ] }","POLYGON ((103.54185970000034 1.335568600000019, 103.54253060000055 1.3360115, 103.54269849999993 1.335757200000011, 103.54261109999993 1.335699500000011, 103.5426857000006 1.3355865, 103.54263530000057 1.3355533, 103.54283480000056 1.3352513, 103.54235680000053 1.3349357, 103.54214860000054 1.3352509, 103.54208460000035 1.335208600000019, 103.54185970000034 1.335568600000019))",Peninsular/MY
3131,1151111711,area,MY,photovoltaic,solar,generator,0.0,solar_photovoltaic_panel,roof,NULL,"{ ""tags.layer"": 1.0, ""refs"": [ 10708260958, 10708260957, 10708260956, 10708260955, 10708260958 ] }","POLYGON ((103.91773659999978 1.342939799999968, 103.91773509999979 1.342331799999968, 103.91821379999979 1.342330599999968, 103.91821529999979 1.342938599999968, 103.91773659999978 1.342939799999968))",SG
3268,10601720109,node,MY,combustion,coal,generator,1000.0,steam_turbine,NULL,NULL,NULL,POINT (100.64557490000067 4.164128100000012),Peninsular/MY
3269,10601720110,node,MY,combustion,coal,generator,1000.0,steam_turbine,NULL,NULL,NULL,POINT (100.64334330000067 4.164101300000012),Peninsular/MY
3270,10601720522,node,MY,combustion,coal,generator,1000.0,steam_turbine,NULL,NULL,NULL,POINT (101.73142430000065 2.593496700000011),Peninsular/MY
3271,10601720523,node,MY,combustion,coal,generator,1000.0,steam_turbine,NULL,NULL,NULL,POINT (101.73043730000066 2.593485900000011),Peninsular/MY
3285,10604726340,node,MY,combustion,coal,generator,312.0,steam_turbine,NULL,NULL,NULL,POINT (112.4739861000001 2.7371342),Sarawak/MY
3286,10604726341,node,MY,combustion,coal,generator,312.0,steam_turbine,NULL,NULL,NULL,POINT (112.47401210000011 2.7378222),Sarawak/MY
3287,10604726342,node,MY,combustion,gas,generator,165.0,gas_turbine,NULL,NULL,NULL,POINT (113.0915760000001 3.2871476),Sarawak/MY
3288,10604726350,node,MY,combustion,gas,generator,317.0,combined_cycle,NULL,NULL,NULL,POINT (113.09268910000009 3.2890474),Sarawak/MY
3289,10604726351,node,MY,combustion,gas,generator,421.0,combined_cycle,NULL,NULL,NULL,POINT (113.09268090000009 3.2926224),Sarawak/MY
3290,10604726352,node,MY,combustion,gas,generator,421.0,combined_cycle,NULL,NULL,NULL,POINT (113.09428520000009 3.2898237),Sarawak/MY
3291,10613382557,node,MY,combustion,gas,generator,720.0,combined_cycle,NULL,NULL,NULL,POINT (103.88448710000034 1.444302400000018),Peninsular/MY
3292,10613382558,node,MY,combustion,gas,generator,720.0,combined_cycle,NULL,NULL,NULL,POINT (103.88416530000035 1.444945900000018),Peninsular/MY
3293,10613382560,node,MY,combustion,gas,generator,36.0,gas_turbine,NULL,NULL,NULL,POINT (103.36945210000034 3.990006400000019),Peninsular/MY
3294,10613382561,node,MY,combustion,gas,generator,36.0,gas_turbine,NULL,NULL,NULL,POINT (103.36965980000035 3.990060600000019),Peninsular/MY
3295,10613382562,node,MY,combustion,gas,generator,36.0,gas_turbine,NULL,NULL,NULL,POINT (103.36985170000035 3.990110700000019),Peninsular/MY
3296,10613382567,node,MY,combustion,gas,generator,36.0,gas_turbine,NULL,NULL,NULL,POINT (103.44451310000035 4.583369500000019),Peninsular/MY
3297,10613382568,node,MY,combustion,gas,generator,36.0,gas_turbine,NULL,NULL,NULL,POINT (103.44433130000036 4.583296200000019),Peninsular/MY
3298,10613382569,node,MY,combustion,gas,generator,36.0,gas_turbine,NULL,NULL,NULL,POINT (103.44469500000035 4.583442700000019),Peninsular/MY
3299,10613382570,node,MY,combustion,gas,generator,36.0,gas_turbine,NULL,NULL,NULL,POINT (103.44487680000034 4.583516),Peninsular/MY
3300,10613382571,node,MY,combustion,gas,generator,36.0,gas_turbine,NULL,NULL,NULL,POINT (103.44505870000035 4.583589200000019),Peninsular/MY
3301,10613382572,node,MY,combustion,gas,generator,36.0,gas_turbine,NULL,NULL,NULL,POINT (103.44524060000035 4.58366250000002),Peninsular/MY
3302,10613382573,node,MY,combustion,gas,generator,747.0,combined_cycle,NULL,NULL,NULL,POINT (102.05213070000035 2.351936900000019),Peninsular/MY
3303,10613382574,node,MY,combustion,gas,generator,747.0,combined_cycle,NULL,NULL,NULL,POINT (102.05115540000035 2.351974800000019),Peninsular/MY
3304,10613382575,node,MY,combustion,gas,generator,747.0,combined_cycle,NULL,NULL,NULL,POINT (102.05019950000036 2.352012),Peninsular/MY
3305,10613382591,node,MY,combustion,gas,generator,245.0,steam_turbine,NULL,NULL,NULL,POINT (101.64960620000035 2.79816370000002),Peninsular/MY
3306,10613382592,node,MY,combustion,gas,generator,165.0,gas_turbine,NULL,NULL,NULL,POINT (101.64906170000035 2.79757170000002),Peninsular/MY
3307,10613382593,node,MY,combustion,gas,generator,165.0,gas_turbine,NULL,NULL,NULL,POINT (101.64919050000034 2.79773240000002),Peninsular/MY
3308,10613382594,node,MY,combustion,gas,generator,165.0,gas_turbine,NULL,NULL,NULL,POINT (101.64933260000035 2.79790120000002),Peninsular/MY
3309,10613382595,node,MY,combustion,gas,generator,300.0,steam_turbine,NULL,NULL,NULL,POINT (101.32268790000035 3.11581230000002),Peninsular/MY
3310,10613382596,node,MY,combustion,gas,generator,300.0,steam_turbine,NULL,NULL,NULL,POINT (101.32250550000035 3.11622470000002),Peninsular/MY
3311,10613382597,node,MY,combustion,coal,generator,300.0,steam_turbine,NULL,NULL,NULL,POINT (101.32200120000034 3.11719430000002),Peninsular/MY
3312,10613382598,node,MY,combustion,coal,generator,300.0,steam_turbine,NULL,NULL,NULL,POINT (101.32179740000035 3.117617400000019),Peninsular/MY
3313,10613382599,node,MY,combustion,coal,generator,500.0,steam_turbine,NULL,NULL,NULL,POINT (101.32141650000035 3.11834590000002),Peninsular/MY
3314,10613382600,node,MY,combustion,coal,generator,500.0,steam_turbine,NULL,NULL,NULL,POINT (101.32111070000035 3.119069),Peninsular/MY
3315,10613382601,node,MY,combustion,gas,generator,109.0,gas_turbine,NULL,NULL,NULL,POINT (101.79926280000035 2.55313260000002),Peninsular/MY
